CI,ISF,NASDAQ,NYSE,Other,one_m_diff_volume,three_m_diff_volume,six_m_diff_volume,one_y_diff_volume,one_m_diff_shareprice,three_m_diff_shareprice,six_m_diff_shareprice,one_y_diff_shareprice
0,0,0,0,1,18.38293273223894,17.45015166244571,-40.05266402672172,-61.20582613381254,-0.2409940415060213,20.24197864560132,46.997726408749315,207.94892411363807
0,1,0,0,1,-10.718671218456299,9.24247752820298,-62.00647007766699,24.709681315519305,2.7175149601952464,7.26867180321794,12.321009174425974,57.26376070650166
1,0,0,1,0,5.938337132493636,-82.31138300148076,91.17823684842662,30.97050232443329,-9.280614485766522,-12.386805295243354,-29.782086791070544,-42.16413212879475
1,1,0,1,0,101.8470237160358,-57.12737553007696,-39.20213601382127,98.33673629652898,-11.091720428896874,-13.218190211333411,-23.39079230327527,-51.896596372316104
0,0,0,1,0,-61.068259066388094,-50.28265371137305,-58.441448638572666,4.74010067114094,-2.8670520231213916,-6.059928443649376,1.8671193016488747,46.503923278116815
0,1,0,1,0,209.99373649381417,104.23259233865865,783.2921372973371,329.33115045070014,-13.449178766960246,-30.05236848369435,-59.66436562723161,-83.62294691740061
1,0,1,0,0,-57.84170609930197,-66.38250706628541,-71.33495067012745,-51.526293442853444,3.1868882312770284,17.25297465080187,69.7752808988764,150.99667774086382
1,1,1,0,0,223.7538442493341,62.257298585805664,218.10851057245037,-6.649066908111554,-3.6840944187072613,12.46415177586587,10.434590778733739,61.681005956320334
0,0,0,1,0,-68.47528916929548,-59.71242357051669,-66.0475651189128,-45.85026641379933,1.1208576998050703,11.349610947142464,24.028690974297664,26.56297651723087
0,1,0,1,0,216.67778519012674,104.35290193462308,210.74049366244162,16.58655770513676,-1.2289156626505977,1.0843373493975972,-6.867469879518076,16.843373493975907
1,0,0,1,0,116.85590806492874,12.19227991660223,49.97137464112027,123.15455423143243,-6.7270375161707685,18.780889621087308,161.23188405797103,38.653846153846146
1,1,0,1,0,-0.23143925688665387,-51.334112550792256,48.036522066804835,-55.52334150900297,-2.9126213592233006,38.55755894590847,84.1886269070735,69.76421636615811
0,0,0,1,0,67.95820102906717,57.6088212392937,37.760487560703595,38.20991065034317,-8.905380333951754,-5.32658471920945,-5.667627281460133,-0.9581442259203112
0,1,0,1,0,21.422925333119633,-43.11495086075636,-67.41752147337593,-53.21522369465915,-5.142566191446036,4.4042769857433735,7.5101832993889905,49.389002036659875
1,0,0,1,0,-54.678701556806885,-44.839750050393064,-56.63232963549921,-43.99877212728947,3.9209679889722593,16.03527061785147,26.75987923716146,37.151612668483224
1,1,0,1,0,99.72592727937146,267.07473049515806,87.64845605700712,45.112369815457704,-1.7591746499631382,9.81341193809875,10.385851142225505,-0.6361090641119954
0,0,0,1,0,-39.15320714268313,-25.13562928993196,-24.118969498116417,-0.3073361539075597,8.40543881334981,13.015463917525771,-3.6263736263736273,-5.240410588870893
0,1,0,1,0,-20.939264122993155,73.65976698562677,60.263442366977614,13.40833566881531,-2.5085518814138985,-8.608893956670457,8.494868871151665,7.6396807297605465
1,0,0,0,1,-48.84137322573112,-87.0036981614666,-56.90710382513661,-38.77424263598391,5.897291196388262,-10.08738194610816,-7.881019281077418,-7.675276752767533
1,1,0,0,1,84.1262997717474,109.29748922140503,161.99594217600813,338.8587370022825,-2.905745578975407,0.5651619055632718,7.586912925799716,20.177542176784883
0,0,1,0,0,10.471150521644017,34.39670219482304,178.27868056297532,42.62591942650189,10.709707493299145,4.625550660792955,14.018242918867028,16.93746922698179
0,1,1,0,0,-46.536851122251456,-47.973460967348316,-51.96551438282351,-46.08655436153178,1.5368421052631513,5.4315789473684175,2.0736842105263147,16.38947368421052
1,0,1,0,0,60.622715977196314,-88.83669235630094,224.0974516281265,236.9373236845333,-7.159763313609463,15.878877400295424,18.94022666110753,64.89753021544928
1,1,1,0,0,-18.365155348464718,-58.16421251888389,-28.612511603356328,-30.820334540689103,10.356915232632263,22.402804333970675,12.715105162523896,26.80050987890376
0,0,0,1,0,-49.186763881099274,-91.60216897622469,-44.990892531876135,1.2290502793296088,3.7126910943945672,-2.3643632210165544,12.844884488448848,85.5840208423795
0,1,0,1,0,108.6092715231788,-57.395143487858725,70.86092715231787,136.9757174392936,5.802526906878795,7.82639213851193,21.993448759943842,20.215255030416472
1,0,0,1,0,-32.99946811817447,47.6449731739331,-6.018002654858682,67.37299834345666,8.013355592654431,-6.448814343551176,-9.282108805384173,0.8730901153726258
1,1,0,1,0,-44.142026475318566,35.73444265742917,34.879747618458495,46.97204008412718,0.5564142194744968,2.28748068006183,-1.0200927357032403,-1.5146831530139164
0,0,0,1,0,-50.301107601807935,53.643924865800365,-11.732641277385197,171.20440644314215,1.158827539195649,-14.103800887516874,-9.86029560639805,-2.4967148488830344
0,1,0,1,0,-7.969748137302365,136.82792334305518,117.6018845422664,37.73415673818323,2.920035938903857,2.4707996406109487,-8.692722371967665,-13.544474393531
1,0,0,1,0,604.5929584927387,35.663964073782736,-39.7939313027103,23.49419560243053,-2.2283167637984302,0.03507541213608562,7.7853363567649225,42.6
1,1,0,1,0,-61.979412147839376,-60.69474379167013,-73.51568513671944,-6.222733086223843,-1.1570827489481006,-0.40322580645160744,-14.673913043478256,-15.042075736325383
0,0,0,1,0,39.66682792579046,34.25761534436541,-33.87781734252878,-20.577002155249833,5.080367393800218,15.854430379746828,16.074825618262526,23.515519568151145
0,1,0,1,0,-1.697381673776547,55.919401339222006,29.745053767025414,85.23368588700329,0.6282436492761649,-5.381043430756621,-1.7208413001912115,15.842665938268224
1,0,0,1,0,-8.3254675916168,15.570216895408773,-3.0899907970462483,-0.6294090237568043,4.849600982197677,1.5256588072122115,10.478654592496763,18.58366118953946
1,1,0,1,0,-25.355364961314702,-6.281612987064915,31.373078230272494,21.549811071792718,4.58626073380172,4.605776736924277,-3.883684621389543,21.2919594067135
0,0,0,0,1,86.49391291073542,-63.830889591212895,12.609747666781887,-82.7099034072816,0.0,-11.504424778761058,6.861642294713153,-9.738717339667462
0,1,0,0,1,151.62993431149857,125.27063253320236,18.810240039290317,371.98109153416414,-1.0526315789473648,-10.381578947368423,-1.1578947368420993,6.999999999999991
1,0,0,1,0,-3.3738327913849933,12.692323654477523,-22.651233154079783,61.20180088824995,-3.7589026642047005,-2.0536912751677865,-1.8956708792686163,-20.635898923249822
1,1,0,1,0,41.67128667933396,-38.199558668520645,-9.452396617055859,-1.7852326147347382,-4.353387236763968,-4.741674660819513,-2.2474989721803422,-8.46009775706912
0,0,0,1,0,-40.60600256491397,-30.373045993141908,-64.89526511958714,-52.96579012447449,-0.9323703217334313,1.3433637829124128,14.389689158453365,16.455696202531637
0,1,0,1,0,190.87371970583905,103.45688186591701,38.10036244330251,62.78436376127816,-9.981442205726406,-4.58642629904559,12.075821845174973,-3.5127253446447395
1,0,0,1,0,-69.5197651150622,-63.00321078517619,-61.415977291003124,-37.93661534395578,-0.4639653572533207,22.2644376899696,10.054719562243507,27.193675889328055
1,1,0,1,0,120.04399846752911,28.142099298240463,125.16943281223094,163.5105731147471,4.692355500310746,23.46177750155375,6.74331883157241,21.255438160348053
0,0,0,0,1,22.80035269398169,81.50119924025012,12.704247662666369,138.15284422695603,1.760000000000005,7.614213197969547,-7.692307692307683,-5.2160953800298016
0,1,0,0,1,-49.79490509108964,-34.789749073826535,-46.017645036855974,-6.562273230722224,2.3584905660377276,13.679245283018867,12.264150943396215,8.647798742138361
1,0,1,0,0,693.2851913143775,52.84404378870885,116.54893908281998,221.62913162228654,10.212907518296753,13.536668951336543,29.363529871144095,33.4273056786146
1,1,1,0,0,-85.39026101688486,-38.722456470846055,-22.099092435841513,-74.60274313216047,0.39239360096587816,-10.202233625113196,14.397826743133098,40.41654089948687
0,0,0,1,0,1042.6602117009927,99.62728289228475,-11.53687339995045,153.10529089950745,-2.6653743639447574,1.2603982858583311,4.2293720809548585,18.95173230678116
0,1,0,1,0,-86.0846211294307,-53.85118055954501,-33.68975124949733,-62.34201757913483,1.3940751804829354,-2.6636793627084896,-0.6223549912870301,8.638287279063976
1,0,0,1,0,136.42387444408348,99.62873804039899,97.50924149548453,101.08187677752211,20.464135021097036,35.6294536817102,68.10598626104023,132.11382113821136
1,1,0,1,0,-43.749422526101824,92.56379457802353,142.93657618983315,-23.123357901145944,9.281961471103326,20.49036777583188,22.533566841798013,60.24518388791594
0,0,1,0,0,-12.854174401916005,-26.412732434039683,-26.126490398989933,43.517634719180286,2.1091242549289357,16.657936092194863,22.767364939360522,37.89473684210527
0,1,1,0,0,15.20050505005629,48.79095423716916,53.08014781866179,-54.082473145891406,5.433318365514149,17.198024247867096,17.871576111360575,45.53210597215984
1,0,0,1,0,-52.88783906084633,-70.3031767331586,-40.38713702414756,-22.55610605188365,-2.536760579189589,7.5627129142149325,14.717928392125778,20.790150935522004
1,1,0,1,0,156.90185790660948,83.58250189349376,81.7689621547081,71.09176450205504,-2.620062190487149,-4.727628699758153,-1.8772313716457392,-14.205919613036963
1,0,1,0,0,576.5386638611258,30.837508583636406,-57.68885964551548,173.33297911906914,2.178289000718908,8.541754171598765,-2.235520704360985,19.517322569794814
1,1,1,0,0,-65.45369722416609,-9.779566130160951,12.598164994945959,-6.889044397791774,0.650812636318871,16.231618940406666,15.003869696756503,37.02244424118765
0,0,0,0,1,92.79353821907014,99.62873811757986,47.187462399229936,286.68405247352615,-2.317880794701975,1.3270882123341274,-10.40861402540032,-11.580381471389645
0,1,0,0,1,-10.151029000020436,-17.538983466514072,105.8960577139237,40.70221332079868,-0.09244992295840103,-3.482280431432981,-9.214175654853626,-14.391371340523888
0,0,0,1,0,-65.05212362859277,-67.45921827667354,-32.63767275538804,-21.616790473882403,1.1371906841339157,13.104079763963774,8.289499318137548,5.79558431671108
0,1,0,1,0,324.41040002984226,94.98341458655548,119.47186362084253,56.28681861353978,-11.091121705496084,-12.800215885580645,-12.82720158316093,-13.438877394980658
1,0,1,0,0,35.5283662403598,20.20239181159822,78.3028952896411,5.242164110777974,0.44277175116226636,10.443037974683543,12.973107569721117,50.38117335101092
1,1,1,0,0,58.47717534400496,-6.760190177515785,-32.048328400010064,42.903141953931424,-5.179634119462188,-5.995150980824331,13.048269781794142,50.275512453162904
0,0,1,0,0,86.22349987160099,49.701529339579906,97.71358896100453,42.781433048386305,-0.9577320904099093,0.6880436193690784,10.484330484330483,27.356321839080465
0,1,1,0,0,12.422671922103094,58.649827819338626,-22.417577366382826,75.45075326645294,6.936565239814331,-11.075296544610628,-0.7735946364105318,23.942753996905612
1,0,0,1,0,-45.74956923170636,-24.890095495799404,-67.3762988740007,23.720277240013594,-13.36888211769186,-12.266152362584377,-5.2291666666666625,23.345986984815614
1,1,0,1,0,141.75945856197845,54.1815480101006,163.61574241081348,-38.08915188884562,4.616399208617281,3.978896460760596,10.046163992086173,27.720378105078037
0,0,0,1,0,-46.29778994576159,-75.11634276002006,-92.11925039780974,2.9938148322984373,5.867870332375871,8.734590664840383,17.566643882433358,7.087267821936286
0,1,0,1,0,34.359222662015924,11.859504714985475,293.9921836070814,-39.6631993738424,4.7480620155038675,14.36046511627906,23.41085271317829,52.4031007751938
1,0,0,1,0,91.4616497829233,-16.159695817490494,-36.54676258992806,-16.0,-2.4829795754905786,-3.3730158730158646,2.52631578947369,49.846153846153854
1,1,0,1,0,-17.913832199546487,-29.705215419501137,242.78155706727134,118.82086167800455,12.23819301848048,14.661190965092402,22.997946611909644,11.088295687885006
0,0,0,1,0,-18.87072808320951,75.70394207562349,-47.46843054720385,0.0,-0.42931892466282434,-14.25688538117764,-13.559126588638406,-27.1429067305356
0,1,0,1,0,-14.972527472527473,-2.0604395604395602,-21.794871794871796,-34.31776556776557,-7.882550239644767,-13.294329518709436,5.097811276167972,-19.25495726414285
1,0,0,0,1,-87.0,56.00000000000001,-92.2,-72.91666666666666,11.038961038961034,10.322580645161285,-7.567567567567574,-3.3898305084745792
1,1,0,0,1,79.48717948717949,130.76923076923077,-48.717948717948715,315.38461538461536,7.0175438596491295,-28.07017543859649,-39.1812865497076,-54.97076023391813
0,0,1,0,0,460.7642691980042,336.42735366546697,138.44219285263344,185.8684997456355,-20.5020920502092,-31.850789096126253,-31.159420289855078,-35.76741041244084
0,1,1,0,0,89.5086592300013,-78.18872346890056,-33.23364729371934,-33.584356959937494,-17.26315789473684,-21.789473684210527,-4.000000000000008,-31.473684210526322
1,0,0,1,0,1.311137388683668,-24.12093432182627,8.150698905949515,-18.52399934101463,-3.56156819436775,-5.9757738896366055,-5.004079412564599,22.518414591371442
1,1,0,1,0,44.67024664713559,-14.988048828011703,-14.522917444447254,-4.060622016235349,-4.437446321213848,2.490695677068415,27.08273690237618,49.38448325221872
0,0,1,0,0,-41.63751567553297,-57.31457121479085,-88.27324629166694,401.55984117980717,0.25380710659899064,-11.534154535274348,13.34289813486371,64.24116424116426
0,1,1,0,0,15.776081424936386,-41.28922815945717,-58.020921685043824,272.2250494769579,-5.06329113924051,-4.5569620253164596,2.278481012658224,55.0632911392405
1,0,0,0,1,-20.85664731234557,153.55115584942553,464.82166522986654,-22.172018103622896,-16.725299153142963,-5.400044018163282,-21.363231506222778,18.398065993968917
1,1,0,0,1,25.948476418009047,456.8859755281495,-79.3683563083214,-39.44934064964021,24.101449497191314,11.94495890285155,51.268424838902234,67.86463196240798
0,0,0,1,0,73.65051215678483,322.17198908997926,222.2438484872307,80.20446927882436,-5.396512010529781,-18.94558782069354,-15.316642120765838,5.042016806722685
0,1,0,1,0,-52.560999718187816,-62.0456199237004,-85.98594304029072,-55.769704770196896,10.504347826086954,23.7913043478261,35.965217391304364,34.29565217391304
1,0,1,0,0,18.40963855421687,4.062400734126284,133.70323398858594,111.36241442345604,-1.962387571545382,-0.29106029106029224,-1.529617082435063,-6.674813485839712
1,1,1,0,0,-16.191832858499524,-8.904829738163071,-52.93379460046127,-22.174196174196172,6.213511259382813,12.802335279399502,17.47289407839867,27.564637197664716
0,0,0,1,0,-22.784942488672012,-59.128814434891694,-18.118647200147848,-67.63906743017412,-2.275803762687539,7.976929879112774,-0.39985380647753166,12.024032820535163
0,1,0,1,0,186.88213785943213,277.4567778630434,4.09876766126484,43.03254638197987,6.825532990359623,3.1049893195366107,7.869277932631668,11.242068632001539
1,0,1,0,0,-64.6550627504044,-25.43644056162689,-62.27306275708501,11.225170593791905,20.145933440113915,17.962607024287976,43.66886571610982,152.18528203212557
1,1,1,0,0,949.6645602698723,27.687793984890956,84.25393167672352,96.19530099301564,-18.693526884905946,-10.902088579469718,-10.205895422900321,-34.63190638423937
0,0,0,1,0,-41.43984322623898,-62.12560536860221,-44.662692288949174,-57.04645350992442,-3.110433087549794,1.0697551056493624,-0.8499566348655716,-5.356403675800987
0,1,0,1,0,182.7911536948647,37.62439015798651,29.11331466380166,42.80313037556287,2.8079076277116934,7.706438068579429,18.413226032190355,3.551434569629113
1,0,0,1,0,11.189010861806185,2.8422412066088256,85.6973221869129,91.63876840653384,11.850774966586167,-45.22729621421764,-40.89461619478347,-38.83310893120472
1,1,0,1,0,262.43346069180757,281.3161069718643,2.317345854024748,-42.98520860300131,-19.10442129095826,-33.24458606737804,0.010481960545905868,57.294396343892174
0,0,0,1,0,28.600196680924334,2.4989110759979454,113.71285874561181,210.84023812696265,3.253736939885108,-36.35016863317819,-29.73950963791145,-33.45635888310376
0,1,0,1,0,102.40750580007112,156.1560134460043,-38.84354202299707,-44.5870412863457,-14.476724991746446,-22.317596566523598,-7.659293496203369,35.539782106305715
